timestamp,date,symbol,isin,exchange,side,quantity,price,trade_value,trade_id,order_id
2026-04-09 10:42:57,2026-04-09,BANSWRAS,INE629D01020,NSE,SELL,18,109.01,1962.18,2638452,1000000025527767
2026-04-09 10:42:57,2026-04-09,BANSWRAS,INE629D01020,NSE,SELL,6,109.01,654.0600000000001,2638451,1000000025527767
2026-04-09 10:42:57,2026-04-09,BANSWRAS,INE629D01020,NSE,SELL,15,109.01,1635.15,2638450,1000000025527767
2026-04-09 10:42:57,2026-04-09,BANSWRAS,INE629D01020,NSE,SELL,15,109.01,1635.15,2638448,1000000025527767
2026-04-09 10:42:57,2026-04-09,BANSWRAS,INE629D01020,NSE,SELL,15,109.01,1635.15,2638446,1000000025527767
2026-04-09 10:42:57,2026-04-09,BANSWRAS,INE629D01020,NSE,SELL,15,109.01,1635.15,2638444,1000000025527767
2026-04-09 10:42:57,2026-04-09,BANSWRAS,INE629D01020,NSE,SELL,13,109.01,1417.13,2638442,1000000025527767
2026-04-09 10:42:57,2026-04-09,BANSWRAS,INE629D01020,NSE,SELL,15,109.02,1635.3,2638441,1000000025527767
2026-04-09 10:42:57,2026-04-09,BANSWRAS,INE629D01020,NSE,SELL,11,109.0,1199.0,2638453,1000000025527767
2026-04-09 10:43:22,2026-04-09,MVGJL,INE0KNT01012,NSE,SELL,133,165.36,21992.88,403169245,1200000032455348
2026-04-09 10:43:35,2026-04-09,SHARDAMOTR,INE597I01028,NSE,SELL,7,819.85,5738.95,603072680,1300000028819666
2026-04-09 10:43:35,2026-04-09,SHARDAMOTR,INE597I01028,NSE,SELL,5,819.8,4099.0,603072681,1300000028819666
2026-04-09 10:43:35,2026-04-09,SHARDAMOTR,INE597I01028,NSE,SELL,1,819.75,819.75,603072683,1300000028819666
2026-04-09 10:43:35,2026-04-09,SHARDAMOTR,INE597I01028,NSE,SELL,4,819.95,3279.8,603072678,1300000028819666
2026-04-09 10:43:35,2026-04-09,SHARDAMOTR,INE597I01028,NSE,SELL,2,819.8,1639.6,603072682,1300000028819666
2026-04-09 10:43:35,2026-04-09,SHARDAMOTR,INE597I01028,NSE,SELL,2,819.75,1639.5,603072684,1300000028819666
2026-04-09 10:43:35,2026-04-09,SHARDAMOTR,INE597I01028,NSE,SELL,4,819.9,3279.6,603072679,1300000028819666
2026-04-09 10:44:03,2026-04-09,BHARATFORG,INE465A01025,NSE,BUY,9,1763.8,15874.199999999999,2656913,1000000025720411
2026-04-09 10:44:03,2026-04-09,BHARATFORG,INE465A01025,NSE,BUY,1,1763.8,1763.8,2656914,1000000025720411
2026-04-09 10:44:29,2026-04-09,PREMIERENE,INE0BS701011,BSE,BUY,10,952.55,9525.5,5664300,1775711300049092962
2026-04-09 10:44:53,2026-04-09,SILVERBEES,INF204KC1402,NSE,BUY,100,222.98,22298.0,603100634,1300000029081685
2026-04-09 10:45:42,2026-04-09,PREMIERENE,INE0BS701011,BSE,BUY,15,952.55,14288.25,5716600,1775711300049100342
2026-04-09 10:46:33,2026-04-09,GOLDBEES,INF204KB17I5,NSE,BUY,10,122.6,1226.0,204267204,1100000038953384
2026-04-16 11:29:40,2026-04-16,KRBL,INE001B01026,NSE,SELL,29,346.25,10041.25,403854449,1200000038899994
2026-04-16 11:29:40,2026-04-16,KRBL,INE001B01026,NSE,SELL,30,346.2,10386.0,403854450,1200000038899994
2026-04-16 11:29:40,2026-04-16,KRBL,INE001B01026,NSE,SELL,3,346.25,1038.75,403854448,1200000038899994
2026-04-16 11:29:53,2026-04-16,SANDHAR,INE278H01035,NSE,SELL,10,501.55,5015.5,604508238,1300000039450655
2026-04-16 11:29:53,2026-04-16,SANDHAR,INE278H01035,NSE,SELL,2,501.7,1003.4,604508235,1300000039450655
2026-04-16 11:29:53,2026-04-16,SANDHAR,INE278H01035,NSE,SELL,20,501.6,10032.0,604508236,1300000039450655
2026-04-16 11:29:53,2026-04-16,SANDHAR,INE278H01035,NSE,SELL,2,501.7,1003.4,604508233,1300000039450655
2026-04-16 11:29:53,2026-04-16,SANDHAR,INE278H01035,NSE,SELL,1,501.55,501.55,604508237,1300000039450655
2026-04-16 11:29:53,2026-04-16,SANDHAR,INE278H01035,NSE,SELL,3,501.7,1505.1,604508232,1300000039450655
2026-04-16 11:29:53,2026-04-16,SANDHAR,INE278H01035,NSE,SELL,1,501.7,501.7,604508234,1300000039450655
2026-04-16 11:30:07,2026-04-16,SILVERBEES,INF204KC1402,NSE,BUY,150,239.46,35919.0,604513516,1300000039501260
2026-04-16 11:30:49,2026-04-16,GOLDBEES,INF204KB17I5,NSE,BUY,36,125.87,4531.32,205712829,1100000045925678
2026-04-20 09:18:59,2026-04-20,SILVERBEES,INF204KC1402,NSE,BUY,40,238.12,9524.8,600507728,1300000003159184
2026-04-23 09:44:19,2026-04-23,ATLANTAELE,INE0Z4F01028,NSE,SELL,16,1517.7,24283.2,1326494,1000000012050260
2026-04-23 09:44:19,2026-04-23,ATLANTAELE,INE0Z4F01028,NSE,SELL,50,1518.0,75900.0,1326493,1000000012050260
2026-04-23 10:18:36,2026-04-23,TARIL,INE763I01026,NSE,BUY,50,320.4,16019.999999999998,602726033,1300000025904715
2026-04-23 12:55:40,2026-04-23,TARIL,INE763I01026,NSE,BUY,50,322.8,16140.0,605937361,1300000061641739
2026-04-23 12:57:08,2026-04-23,JNKINDIA,INE0OAF01028,NSE,BUY,49,373.2,18286.8,206831894,1100000067240556
2026-04-23 12:57:08,2026-04-23,JNKINDIA,INE0OAF01028,NSE,BUY,1,373.17,373.17,206831893,1100000067240556
2026-04-24 10:14:30,2026-04-24,JNKINDIA,INE0OAF01028,NSE,BUY,10,357.66,3576.6000000000004,203408655,1100000031536481
2026-04-24 10:14:30,2026-04-24,JNKINDIA,INE0OAF01028,NSE,BUY,34,357.66,12160.44,203408657,1100000031536481
2026-04-24 10:14:30,2026-04-24,JNKINDIA,INE0OAF01028,NSE,BUY,6,357.66,2145.96,203408656,1100000031536481
2026-04-24 10:14:41,2026-04-24,TARIL,INE763I01026,NSE,BUY,25,318.9,7972.499999999999,602467451,1300000025192950
2026-04-24 14:09:44,2026-04-24,JNKINDIA,INE0OAF01028,NSE,BUY,20,347.78,6955.599999999999,209054637,1100000094126737
2026-04-24 14:09:44,2026-04-24,JNKINDIA,INE0OAF01028,NSE,BUY,24,347.78,8346.72,209054639,1100000094126737
2026-04-24 14:09:44,2026-04-24,JNKINDIA,INE0OAF01028,NSE,BUY,6,347.78,2086.68,209054638,1100000094126737
2026-04-24 15:19:30,2026-04-24,TARIL,INE763I01026,NSE,BUY,4,323.35,1293.4,608951608,1300000099690000
2026-04-24 15:19:30,2026-04-24,TARIL,INE763I01026,NSE,BUY,11,323.4,3557.3999999999996,608951609,1300000099690000
2026-04-27 12:29:51,2026-04-27,SILVERBEES,INF204KC1402,NSE,BUY,5,231.5,1157.5,606400753,1300000063225496
2026-04-29 15:18:34,2026-04-29,TARIL,INE763I01026,NSE,BUY,1,322.3,322.3,609401827,1300000087303863
2026-05-07 10:06:57,2026-05-07,TATACAP,INE976I01016,NSE,SELL,4,328.15,1312.6,602534282,1300000022444084
2026-05-07 10:06:57,2026-05-07,TATACAP,INE976I01016,NSE,SELL,9,328.15,2953.35,602534290,1300000022444084
2026-05-07 10:06:57,2026-05-07,TATACAP,INE976I01016,NSE,SELL,9,328.15,2953.35,602534288,1300000022444084
2026-05-07 10:06:57,2026-05-07,TATACAP,INE976I01016,NSE,SELL,9,328.15,2953.35,602534286,1300000022444084
2026-05-07 10:06:57,2026-05-07,TATACAP,INE976I01016,NSE,SELL,9,328.15,2953.35,602534284,1300000022444084
2026-05-07 10:06:57,2026-05-07,TATACAP,INE976I01016,NSE,SELL,9,328.15,2953.35,602534281,1300000022444084
2026-05-07 10:06:57,2026-05-07,TATACAP,INE976I01016,NSE,SELL,285,328.1,93508.5,602534293,1300000022444084
2026-05-07 10:06:57,2026-05-07,TATACAP,INE976I01016,NSE,SELL,12,328.15,3937.7999999999997,602534287,1300000022444084
2026-05-07 10:06:57,2026-05-07,TATACAP,INE976I01016,NSE,SELL,12,328.15,3937.7999999999997,602534289,1300000022444084
2026-05-07 10:06:57,2026-05-07,TATACAP,INE976I01016,NSE,SELL,12,328.15,3937.7999999999997,602534285,1300000022444084
2026-05-07 10:06:57,2026-05-07,TATACAP,INE976I01016,NSE,SELL,12,328.15,3937.7999999999997,602534283,1300000022444084
2026-05-07 10:06:57,2026-05-07,TATACAP,INE976I01016,NSE,SELL,1,328.15,328.15,602534291,1300000022444084
2026-05-07 10:06:57,2026-05-07,TATACAP,INE976I01016,NSE,SELL,1,328.15,328.15,602534280,1300000022444084
2026-05-07 10:06:57,2026-05-07,TATACAP,INE976I01016,NSE,SELL,19,328.15,6234.849999999999,602534292,1300000022444084
2026-05-07 10:07:25,2026-05-07,EBGNG,INE18JU01028,NSE,BUY,10,418.15,4181.5,202935734,1100000023613549
2026-05-07 10:07:25,2026-05-07,EBGNG,INE18JU01028,NSE,BUY,11,418.1,4599.1,202935729,1100000023613549
2026-05-07 10:07:25,2026-05-07,EBGNG,INE18JU01028,NSE,BUY,22,418.15,9199.3,202935733,1100000023613549
2026-05-07 10:07:25,2026-05-07,EBGNG,INE18JU01028,NSE,BUY,36,418.1,15051.6,202935730,1100000023613549
2026-05-07 10:07:25,2026-05-07,EBGNG,INE18JU01028,NSE,BUY,51,418.1,21323.100000000002,202935732,1100000023613549
2026-05-07 10:07:25,2026-05-07,EBGNG,INE18JU01028,NSE,BUY,70,418.1,29267.0,202935731,1100000023613549
2026-05-07 10:07:49,2026-05-07,TARIL,INE763I01026,NSE,BUY,38,321.75,12226.5,602570449,1300000022764105
2026-05-07 10:07:49,2026-05-07,TARIL,INE763I01026,NSE,BUY,20,321.65,6433.0,602570448,1300000022764105
2026-05-07 10:07:49,2026-05-07,TARIL,INE763I01026,NSE,BUY,1,321.75,321.75,602570450,1300000022764105
2026-05-07 10:09:26,2026-05-07,SILVERBEES,INF204KC1402,NSE,BUY,105,236.31,24812.55,602631007,1300000023342879
2026-05-07 10:09:49,2026-05-07,GOLDBEES,INF204KB17I5,NSE,BUY,20,124.26,2485.2000000000003,203010712,1100000024329506
2026-05-07 14:47:56,2026-05-07,EVERESTIND,INE295A01018,NSE,SELL,1,415.05,415.05,209620832,1100000090145610
2026-05-07 14:47:56,2026-05-07,EVERESTIND,INE295A01018,NSE,SELL,12,415.1,4981.200000000001,209620830,1100000090145610
2026-05-07 14:47:56,2026-05-07,EVERESTIND,INE295A01018,NSE,SELL,27,415.0,11205.0,209620833,1100000090145610
2026-05-07 14:47:56,2026-05-07,EVERESTIND,INE295A01018,NSE,SELL,7,415.05,2905.35,209620831,1100000090145610
2026-05-07 14:48:13,2026-05-07,LGEINDIA,INE324D01010,BSE,SELL,12,1541.15,18493.800000000003,5032400,1778133876387798196
2026-05-07 14:48:13,2026-05-07,LGEINDIA,INE324D01010,BSE,SELL,2,1541.1,3082.2,5032600,1778133876387798196
2026-05-07 14:48:13,2026-05-07,LGEINDIA,INE324D01010,BSE,SELL,3,1541.3,4623.9,5032200,1778133876387798196
2026-05-07 14:48:13,2026-05-07,LGEINDIA,INE324D01010,BSE,SELL,8,1541.05,12328.4,5032800,1778133876387798196
2026-05-07 14:48:20,2026-05-07,PENIND,INE932A01024,NSE,SELL,43,171.74,7384.820000000001,408422943,1200000085574883
2026-05-07 14:48:20,2026-05-07,PENIND,INE932A01024,NSE,SELL,8,171.77,1374.16,408422941,1200000085574883
2026-05-07 14:48:20,2026-05-07,PENIND,INE932A01024,NSE,SELL,34,171.78,5840.52,408422939,1200000085574883
2026-05-07 14:48:20,2026-05-07,PENIND,INE932A01024,NSE,SELL,29,171.76,4981.04,408422942,1200000085574883
2026-05-07 14:48:20,2026-05-07,PENIND,INE932A01024,NSE,SELL,10,171.78,1717.8,408422940,1200000085574883
2026-05-07 14:49:25,2026-05-07,TARIL,INE763I01026,NSE,BUY,155,328.45,50909.75,608821992,1300000090858710
2026-05-07 14:49:25,2026-05-07,TARIL,INE763I01026,NSE,BUY,18,328.45,5912.099999999999,608821991,1300000090858710
2026-05-07 14:49:25,2026-05-07,TARIL,INE763I01026,NSE,BUY,52,328.45,17079.399999999998,608821990,1300000090858710
2026-05-08 09:36:39,2026-05-08,BMW,INE374E01021,BSE,BUY,125,54.15,6768.75,1127000,1778211000008060034
2026-05-08 09:44:26,2026-05-08,ZAGGLE,INE07K301024,NSE,SELL,27,254.1,6860.7,601896764,1300000014797715
2026-05-08 09:44:26,2026-05-08,ZAGGLE,INE07K301024,NSE,SELL,35,254.1,8893.5,601896766,1300000014797715
2026-05-08 09:44:26,2026-05-08,ZAGGLE,INE07K301024,NSE,SELL,88,254.1,22360.8,601896765,1300000014797715
2026-05-08 09:45:07,2026-05-08,BMW,INE374E01021,BSE,BUY,375,54.34,20377.5,1464400,1778211000008122955
2026-05-08 09:45:50,2026-05-08,BMW,INE374E01021,BSE,BUY,250,54.35,13587.5,1482300,1778211000008122983
2026-05-08 09:45:50,2026-05-08,BMW,INE374E01021,BSE,BUY,50,54.38,2719.0,1482500,1778211000008122983
2026-05-08 11:01:36,2026-05-08,SONATSOFTW,INE269A01021,NSE,SELL,110,293.4,32273.999999999996,603981315,1300000036649923
2026-05-08 11:01:59,2026-05-08,EBGNG,INE18JU01028,NSE,BUY,29,432.9,12554.099999999999,204066986,1100000036345837
2026-05-08 11:01:59,2026-05-08,EBGNG,INE18JU01028,NSE,BUY,17,433.05,7361.85,204066988,1100000036345837
2026-05-08 11:01:59,2026-05-08,EBGNG,INE18JU01028,NSE,BUY,4,433.0,1732.0,204066987,1100000036345837
2026-05-08 11:02:28,2026-05-08,JNKINDIA,INE0OAF01028,NSE,BUY,23,363.15,8352.449999999999,204079797,1100000036463245
2026-05-08 11:02:28,2026-05-08,JNKINDIA,INE0OAF01028,NSE,BUY,2,363.15,726.3,204079798,1100000036463245
2026-05-08 11:03:32,2026-05-08,GOLDBEES,INF204KB17I5,NSE,BUY,25,124.57,3114.25,204105959,1100000036697473
